"Status","Date","Description","Category","Account","Amount",""
"","26 February 2015","cabelo Aline","beleza","","$65.00",""
"","26 February 2015","31-01 pizza","fast food","","$28.00",""
"","26 February 2015","01-02 feira","Alimentação","","$111.00",""
"","26 February 2015","28-01 restaurante","fast food","","$21.00",""
"","26 February 2015","30-01 aline & alessandra","fast food","","$50.00",""
"","26 February 2015","30-01 Espetinho","fast food","","$20.00",""
"","26 February 2015","26-01 feira","Alimentação","","$73.00",""
"","26 February 2015","26-01 pastel","Alimentação","","$10.00",""
"","26 February 2015","23-01 coop","Alimentação","","$40.00",""
"","26 February 2015","24-01 mercado","Alimentação","","$8.00",""
"","26 February 2015","23-01 pizza","fast food","","$24.00",""
"","26 February 2015","19-01 garrafa toddy","Equipamentos","","$11.50",""
"","26 February 2015","20-01 VET","PET","","$56.00",""
"","26 February 2015","23-01 gasolina","Transporte","","$148.00",""
"","26 February 2015","18-01 coop","Alimentação","","$30.00",""
"","26 February 2015","18-01 farmácia","Saúde","","$8.00",""
"","26 February 2015","17-01 sacolão","Alimentação","","$164.00",""
"","26 February 2015","17-01 pastel","fast food","","$10.00",""
"","26 February 2015","17-01 açougue","Alimentação","","$23.00",""
"","26 February 2015","18-01 mochila  (1/2)","presentes","","$44.50",""
"","26 February 2015","16-01 gasolina","Transporte","","$151.00",""
"","26 February 2015","16-01 vet  (1/2)","PET","","$51.50",""
"","26 February 2015","net Flux","Lazer","","$17.00",""
"","26 February 2015","catho (2/6)","investimento","","$36.00",""
"","26 February 2015","Roupas Aline (2/3)","Roupa","","$90.00",""
"","26 February 2015","sapatos Aline  (2/3)","Roupa","","$80.00",""
"","26 February 2015","norma  (2/3)","beleza","","$107.33",""
"","26 February 2015","PIC","investimento","","$82.00",""
"","26 February 2015","previsão alimentação","Alimentação","","$300.00",""
"","26 February 2015","Ricardo - Corolla (3/3)","Corolla","","$133.33",""
"","26 February 2015","passagem doni (3/3)","terceiros","","$65.00",""
"","26 February 2015","VET (3/4)","PET","","$140.00",""
"","26 February 2015","controle ru  (3/4)","presentes","","$67.50",""
"","26 February 2015","Extra - GPU (3/4)","Equipamentos","","$128.00",""
"","26 February 2015","Tim","telefonia","","$70.00",""
"","26 February 2015","ajuste perdas","Pagamentos","","$48.00",""
"","19 February 2015","18-02 tim aline","fast food","","$18.00",""
"","16 February 2015","14-02 Saque","Pagamentos","","$35.00",""
"","16 February 2015","vigia","Moradia","","$45.00",""
"","15 February 2015","convênio","Saúde","","$228.00",""
"","15 February 2015","kung fu","Educação","","$120.00",""
"","12 February 2015","Vivo","telefonia","","$25.00",""
"","12 February 2015","luz","Moradia","","$90.00",""
"","11 February 2015","Ajuste seguro corolla","seguros","","$90.00",""
"","10 February 2015","Gás","Moradia","","$20.00",""
"","10 February 2015","sem parar","Transporte","","$30.00",""
"","10 February 2015","banco","Pagamentos","","$41.00",""
"","09 February 2015","09-02 Tim aline","telefonia","","$18.00",""
"","06 February 2015","Almoço","Lazer","","$17.00",""
"","05 February 2015","inglês","Educação","","$300.00",""
"","04 February 2015","Multa Aline","Pagamentos","","$70.00",""
"","04 February 2015","01-02 gás","Alimentação","","$50.00",""
"","27 January 2015","mafre","seguros","","$240.00",""
"","26 January 2015","Estacionamento","Transporte","","$50.00",""
"","26 January 2015","26-01 tim aline","telefonia","","$18.00",""
"","25 January 2015","Tim","telefonia","","$70.00",""
"","25 January 2015","VET (2/4)","PET","","$140.00",""
"","25 January 2015","controle ru  (2/4)","presentes","","$67.50",""
"","25 January 2015","Extra - GPU (2/4)","Equipamentos","","$128.00",""
"","25 January 2015","exames lau (2/2)","terceiros","","$51.50",""
"","25 January 2015","exames aline (2/2)","Saúde","","$86.00",""
"","25 January 2015","passagem doni (2/3)","terceiros","","$65.00",""
"","25 January 2015","Catho (2/2)","investimento","","$40.00",""
"","25 January 2015","markas (2/2)","Roupa","","$80.00",""
"","25 January 2015","Ricardo - Corolla (2/3)","Corolla","","$133.33",""
"","25 January 2015","PIC","investimento","","$82.00",""
"","25 January 2015","Roupas Aline (1/3)","Roupa","","$90.00",""
"","25 January 2015","feira","Alimentação","","$215.00",""
"","25 January 2015","Pizza","fast food","","$25.00",""
"","25 January 2015","consulta puka","PET","","$100.00",""
"","25 January 2015","sapatos Aline  (1/3)","Roupa","","$80.00",""
"","25 January 2015","Gasolina","Transporte","","$150.00",""
"","25 January 2015","Bebedor Puka","PET","","$25.00",""
"","25 January 2015","tapete cão","PET","","$56.00",""
"","25 January 2015","norma  (1/3)","beleza","","$107.33",""
"","25 January 2015","farmácia","Saúde","","$26.00",""
"","25 January 2015","pizza","fast food","","$24.00",""
"","25 January 2015","cooperativa","Alimentação","","$25.00",""
"","25 January 2015","24-12 banho e tosa","PET","","$31.00",""
"","25 January 2015","24-12 compras natal","Alimentação","","$25.00",""
"","25 January 2015","25-12 gasolina","Transporte","","$150.00",""
"","25 January 2015","net Flux","Lazer","","$17.00",""
"","25 January 2015","26-12 pastel","fast food","","$24.00",""
"","25 January 2015","26-12 feira","Alimentação","","$50.00",""
"","25 January 2015","26-12 peixe","Alimentação","","$14.00",""
"","25 January 2015","26-12 vet","PET","","$65.00",""
"","25 January 2015","26-12 farmacia","Saúde","","$83.00",""
"","25 January 2015","30-12 final Fantasy","Steam","","$15.00",""
"","25 January 2015","30-12 ceia","Alimentação","","$193.00",""
"","25 January 2015","02-01 Skype Aline","telefonia","","$35.00",""
"","25 January 2015","30-12 ceia ano novo","Alimentação","","$181.00",""
"","25 January 2015","03-01 gasolina","Transporte","","$162.00",""
"","25 January 2015","04-01 compras","Alimentação","","$402.00",""
"","25 January 2015","05-01 coop","Alimentação","","$18.00",""
"","25 January 2015","05-01 gas mãe","terceiros","","$36.00",""
"","25 January 2015","10-01 gas","Transporte","","$130.00",""
"","25 January 2015","10-01 sacolao","Alimentação","","$195.00",""
"","25 January 2015","10-01 pastel","fast food","","$16.00",""
"","25 January 2015","09-01 pizza","fast food","","$22.00",""
"","25 January 2015","12-01 corrente puka","PET","","$15.00",""
"","25 January 2015","catho (1/6)","investimento","","$36.00",""
"","23 January 2015","almoço","Lazer","","$16.00",""
"","20 January 2015","Azul seguros (3/4)","seguros","","$350.00",""
"","18 January 2015","sobremesa","fast food","","$22.00",""
"","16 January 2015","padaria","fast food","","$16.00",""
"","16 January 2015","almoço","Lazer","","$16.00",""
"","15 January 2015","kung fu","Educação","","$120.00",""
"","15 January 2015","convênio","Saúde","","$228.00",""
"","12 January 2015","luz","Moradia","","$70.00",""
"","12 January 2015","12-01 tim aline","telefonia","","$18.00",""
"","12 January 2015","Vivo","telefonia","","$70.00",""
"","10 January 2015","Gás","Moradia","","$20.00",""
"","10 January 2015","banco","Pagamentos","","$41.00",""
"","10 January 2015","sem parar","Transporte","","$30.00",""
"","05 January 2015","inglês","Educação","","$300.00",""
"","02 January 2015","02-01 Tim aline","telefonia","","$18.00",""
