"","data","ano","mes","tipo","descrição","valor"
"431",2015-08-03,"2015","Aug","pagamentos","deficit mês anterior ",250
"432",2015-08-03,"2015","Aug","educação","curso erick (1/12)",300
"433",2015-08-05,"2015","Aug","lazer","05-08 almoço ferraz",14
"434",2015-08-05,"2015","Aug","educação","inglês ",100
"435",2015-08-07,"2015","Aug","alimentação","07-08 café",15
"436",2015-08-07,"2015","Aug","alimentação","03-08 mercado",9
"437",2015-08-08,"2015","Aug","telefonia","claro fixo",32
"438",2015-08-08,"2015","Aug","equipamentos","08-08 pia",45
"439",2015-08-10,"2015","Aug","pagamentos","banco",45
"440",2015-08-11,"2015","Aug","pagamentos","11-08 saque",20
"441",2015-08-12,"2015","Aug","saúde","12-08 podóloga",75
"442",2015-08-15,"2015","Aug","educação","kung fu",120
"443",2015-08-15,"2015","Aug","alimentação","items cozinha ",35
"444",2015-08-15,"2015","Aug","saúde","convênio ",228
"445",2015-08-16,"2015","Aug","moradia","vigia",45
"446",2015-08-18,"2015","Aug","alimentação","pão final de semana ",8
"447",2015-08-18,"2015","Aug","fast food","açai",14
"448",2015-08-19,"2015","Aug","corolla","ducha ",10.5
"449",2015-08-21,"2015","Aug","moradia","luz",120
"450",2015-08-22,"2015","Aug","telefonia","vivo ",80
"451",2015-08-22,"2015","Aug","fast food","tapioca ",21
"452",2015-08-22,"2015","Aug","pagamentos","saque ",40
"453",2015-08-23,"2015","Aug","corolla","seguro corolla (1/4)",577
"454",2015-08-25,"2015","Aug","telefonia","tim ",70
"455",2015-08-25,"2015","Aug","investimento","pic",82
"456",2015-08-25,"2015","Aug","lazer","net flux ",17
"457",2015-08-25,"2015","Aug","roupa","19-02 extra lençol e fonte (6/8)",52
"458",2015-08-25,"2015","Aug","beleza","cortina da sala  (5/10)",78
"459",2015-08-25,"2015","Aug","corolla","02-04 bateria (5/5)",65
"460",2015-08-25,"2015","Aug","equipamentos","08-04 guitarra (5/8)",54
"461",2015-08-25,"2015","Aug","saúde","óculos  (3/4)",52.5
"462",2015-08-25,"2015","Aug","pet","26-05 ração (3/3)",83.33
"463",2015-08-25,"2015","Aug","lazer","26-05 mat festa (3/3)",45
"464",2015-08-25,"2015","Aug","corolla","suspensão corolla (2/3)",166.66
"465",2015-08-25,"2015","Aug","equipamentos","secador (2/6)",37.33
"466",2015-08-25,"2015","Aug","pagamentos","uol aline (1/4)",30.5
"467",2015-08-25,"2015","Aug","alimentação","15-07 mercado",20
"468",2015-08-25,"2015","Aug","alimentação","17-07 mercado",50
"469",2015-08-25,"2015","Aug","alimentação","18-07 mercado",250
"470",2015-08-25,"2015","Aug","transporte","18-07 gasolina",103
"471",2015-08-25,"2015","Aug","alimentação","18-07 mercado seta",42
"472",2015-08-25,"2015","Aug","roupa","18-07 tênis (1/5)",52
"473",2015-08-25,"2015","Aug","alimentação","19-07 feira",136
"474",2015-08-25,"2015","Aug","alimentação","19-07 frango",65
"475",2015-08-25,"2015","Aug","pet","19-07 fralda puka (1/3)",30
"476",2015-08-25,"2015","Aug","lazer","20-07 mc",22
"477",2015-08-25,"2015","Aug","lazer","21-07 shopp tiete",42
"478",2015-08-25,"2015","Aug","lazer","mineira",49
"479",2015-08-25,"2015","Aug","lazer","posto",25
"480",2015-08-25,"2015","Aug","alimentação","22-07 mercado",8
"481",2015-08-25,"2015","Aug","lazer","25-07 lareira",37
"482",2015-08-25,"2015","Aug","transporte","26-07 gasolina",92
"483",2015-08-25,"2015","Aug","alimentação","26-07 feira",85
"484",2015-08-25,"2015","Aug","alimentação","feira ",100
"485",2015-08-25,"2015","Aug","alimentação","açougue ",46
"486",2015-08-25,"2015","Aug","alimentação","31-07 mercado ",47
"487",2015-08-25,"2015","Aug","alimentação","05-08 carrefour",56
"488",2015-08-25,"2015","Aug","pet","05-08 pomada puka",47
"489",2015-08-25,"2015","Aug","transporte","05-08 gasolina",103
"490",2015-08-25,"2015","Aug","moradia","02-08 gas",53
"491",2015-08-25,"2015","Aug","alimentação","03-08 coop + são judas",30
"492",2015-08-25,"2015","Aug","alimentação","07-08 mercado",11
"493",2015-08-25,"2015","Aug","lazer","07-08 açai",20
"494",2015-08-25,"2015","Aug","alimentação","08-08 feira",110
"495",2015-08-25,"2015","Aug","saúde","08-08 farmácia",80
"496",2015-08-25,"2015","Aug","transporte","10-08 gasolina",90
"497",2015-08-26,"2015","Aug","lazer","almoço ferraz ",15
"498",2015-08-26,"2015","Aug","educação","exame faixa",80
"499",2015-08-27,"2015","Aug","seguros","mafre",260
"500",2015-08-27,"2015","Aug","beleza","cabelo ",30
"501",2015-08-30,"2015","Aug","moradia","conta água",62
"502",2015-09-01,"2015","Sep","pagamentos","deficit mês anterior ",490
"503",2015-09-01,"2015","Sep","corolla","lavagem carro ",30
"504",2015-09-01,"2015","Sep","pagamentos","saque ",48
"505",2015-09-03,"2015","Sep","educação","curso erick (2/12)",300
"506",2015-09-05,"2015","Sep","educação","inglês ",100
"507",2015-09-06,"2015","Sep","fast food","pastel ",22
"508",2015-09-08,"2015","Sep","telefonia","claro fixo",32
"509",2015-09-08,"2015","Sep","pagamentos","uol aline fechamento",45
"510",2015-09-10,"2015","Sep","pagamentos","banco",45
"511",2015-09-15,"2015","Sep","educação","kung fu",120
"512",2015-09-15,"2015","Sep","telefonia","tim aline",20
"513",2015-09-15,"2015","Sep","saúde","convênio ",228
"514",2015-09-16,"2015","Sep","moradia","vigia",45
"515",2015-09-17,"2015","Sep","pagamentos","empréstimo autêntica  (2/20)",200
"516",2015-09-21,"2015","Sep","moradia","luz",112
"517",2015-09-21,"2015","Sep","pagamentos","21-09 saque",40
"518",2015-09-23,"2015","Sep","corolla","lavagem carro ",10
"519",2015-09-23,"2015","Sep","corolla","seguro corolla (2/4)",577
"520",2015-09-24,"2015","Sep","pagamentos","poupa tempo ",33
"521",2015-09-25,"2015","Sep","investimento","pic",82
"522",2015-09-25,"2015","Sep","lazer","net flux ",17
"523",2015-09-25,"2015","Sep","equipamentos","aparelho de pressão  (1/4)",31.5
"524",2015-09-25,"2015","Sep","equipamentos","filtro europa ",120
"525",2015-09-25,"2015","Sep","fast food","29-08 doces ",13
"526",2015-09-25,"2015","Sep","lazer","doces ",24
"527",2015-09-25,"2015","Sep","alimentação","padaria ",14
"528",2015-09-25,"2015","Sep","alimentação","mercado ",23
"529",2015-09-25,"2015","Sep","alimentação","05-09 feira ",96
"530",2015-09-25,"2015","Sep","pet","07-09 vet puka (1/2)",107
"531",2015-09-25,"2015","Sep","pet","08-09 coop puka",50
"532",2015-09-25,"2015","Sep","transporte","08-09 gasolina",90
"533",2015-09-25,"2015","Sep","saúde","10-09 óculos aline ",25
"534",2015-09-25,"2015","Sep","alimentação","12-09 feira ",75
"535",2015-09-25,"2015","Sep","equipamentos","cortina ",18
"536",2015-09-25,"2015","Sep","saúde","remédio aline  (1/3)",25
"537",2015-09-25,"2015","Sep","pet","tapete cão ",60
"538",2015-09-25,"2015","Sep","corolla","manutenção corolla 190k (1/4)",193.75
"539",2015-09-25,"2015","Sep","telefonia","tim ",70
"540",2015-09-25,"2015","Sep","roupa","19-02 extra lençol e fonte (7/8)",52
"541",2015-09-25,"2015","Sep","beleza","cortina da sala  (6/10)",78
"542",2015-09-25,"2015","Sep","equipamentos","08-04 guitarra (6/8)",54
"543",2015-09-25,"2015","Sep","saúde","óculos  (4/4)",52.5
"544",2015-09-25,"2015","Sep","corolla","suspensão corolla (3/3)",166.66
"545",2015-09-25,"2015","Sep","equipamentos","secador (3/6)",37.33
"546",2015-09-25,"2015","Sep","pagamentos","uol aline (2/4)",30.5
"547",2015-09-25,"2015","Sep","roupa","18-07 tênis (2/5)",52
"548",2015-09-25,"2015","Sep","pet","19-07 fralda puka (2/3)",30
"549",2015-09-25,"2015","Sep","alimentação","15-08 feira ",140
"550",2015-09-25,"2015","Sep","transporte","16-08 gasolina ",95
"551",2015-09-25,"2015","Sep","transporte","22-08 gasolina ",100
"552",2015-09-25,"2015","Sep","alimentação","22-08 compra ",280
"553",2015-09-25,"2015","Sep","alimentação","22-08 feira ",140
"554",2015-09-25,"2015","Sep","alimentação","20-08 coop",50
"555",2015-09-25,"2015","Sep","alimentação","24-08 mercado",14
"556",2015-09-25,"2015","Sep","pet","vacina ",127
"557",2015-09-25,"2015","Sep","transporte","29-08 gasolina ",99
"558",2015-09-25,"2015","Sep","alimentação","29-08 pastel ",20
"559",2015-09-25,"2015","Sep","alimentação","29-08 feira ",140
"560",2015-09-25,"2015","Sep","beleza","26-08 aline ",35
"561",2015-09-25,"2015","Sep","lazer","almoço reunião ",23
"562",2015-09-25,"2015","Sep","saúde","29-08 remédios ",49
"563",2015-09-27,"2015","Sep","seguros","mafre",260
"564",2015-09-27,"2015","Sep","beleza","cabelo ",30
"565",2015-09-28,"2015","Sep","fast food","churros",18
"566",2015-09-29,"2015","Sep","pagamentos","saque ",60
"567",2015-09-30,"2015","Sep","moradia","conta água",55
"568",2015-10-01,"2015","Oct","pagamentos","01-10 saque",45
"569",2015-10-01,"2015","Oct","lazer","01-10 almoço ferraz",13
"570",2015-10-03,"2015","Oct","transporte","01-10 gasolina ",108
"571",2015-10-03,"2015","Oct","educação","curso erick (3/12)",190
"572",2015-10-03,"2015","Oct","equipamentos","torneira ",18
"573",2015-10-04,"2015","Oct","alimentação","feira ",115
"574",2015-10-04,"2015","Oct","pagamentos","ônibus aline ",20
"575",2015-10-05,"2015","Oct","educação","inglês ",100
"576",2015-10-07,"2015","Oct","lazer","07-10 almoço ferraz",16
"577",2015-10-08,"2015","Oct","telefonia","claro fixo",32
"578",2015-10-10,"2015","Oct","pagamentos","banco",45
"579",2015-10-13,"2015","Oct","transporte","13-10 gasolina",73
"580",2015-10-14,"2015","Oct","alimentação","mercado ",14
"581",2015-10-15,"2015","Oct","educação","kung fu",120
"582",2015-10-15,"2015","Oct","saúde","convênio ",228
"583",2015-10-16,"2015","Oct","moradia","vigia",45
"584",2015-10-16,"2015","Oct","lazer","16-10 almoço ferraz",19
"585",2015-10-16,"2015","Oct","transporte","posto sat",20
"586",2015-10-17,"2015","Oct","pagamentos","empréstimo autêntica  (3/20)",200
"587",2015-10-17,"2015","Oct","equipamentos","torneira tanque",50
"588",2015-10-21,"2015","Oct","moradia","luz",171
"589",2015-10-22,"2015","Oct","pagamentos","bco24h",50
"590",2015-10-23,"2015","Oct","corolla","seguro corolla (3/4)",577
"591",2015-10-25,"2015","Oct","equipamentos","escada e mangueira  (1/2)",93.5
"592",2015-10-25,"2015","Oct","saúde","remédio aline  (2/3)",25
"593",2015-10-25,"2015","Oct","pagamentos","uol aline (3/4)",30.5
"594",2015-10-25,"2015","Oct","roupa","18-07 tênis (3/5)",52
"595",2015-10-25,"2015","Oct","pet","19-07 fralda puka (3/3)",30
"596",2015-10-25,"2015","Oct","equipamentos","08-04 guitarra (7/8)",54
"597",2015-10-25,"2015","Oct","investimento","pic",82
"598",2015-10-25,"2015","Oct","alimentação","frango ",20
"599",2015-10-25,"2015","Oct","transporte","28-09 gasolina",96
"600",2015-10-25,"2015","Oct","transporte","17-09 gasolina ",98
"601",2015-10-25,"2015","Oct","alimentação","28-09 cooperativa",21
"602",2015-10-25,"2015","Oct","alimentação","27-09 cooperativa",44
"603",2015-10-25,"2015","Oct","alimentação","26-09 cooperativa",23
"604",2015-10-25,"2015","Oct","alimentação","20-09 wallmart",56
"605",2015-10-25,"2015","Oct","alimentação","02-10 mercado",29
"606",2015-10-25,"2015","Oct","alimentação","feira ",20
"607",2015-10-25,"2015","Oct","pagamentos","anuidade visa (1/3)",61.33
"608",2015-10-25,"2015","Oct","lazer","champanhe",37
"609",2015-10-25,"2015","Oct","lazer","temaki",55
"610",2015-10-25,"2015","Oct","lazer","coop misto quente",32
"611",2015-10-25,"2015","Oct","alimentação","feira ",115
"612",2015-10-25,"2015","Oct","roupa","19-02 extra lençol e fonte (8/8)",52
"613",2015-10-25,"2015","Oct","alimentação","mercado mês ",330
"614",2015-10-25,"2015","Oct","fast food","esfirra ",24
"615",2015-10-25,"2015","Oct","alimentação","18-09 mercado ",49
"616",2015-10-25,"2015","Oct","equipamentos","secador (4/6)",37.33
"617",2015-10-25,"2015","Oct","beleza","cortina da sala  (7/10)",78
"618",2015-10-25,"2015","Oct","alimentação","11-10 mercado",15
"619",2015-10-25,"2015","Oct","alimentação","10-10 feira",81
"620",2015-10-25,"2015","Oct","telefonia","tim ",70
"621",2015-10-25,"2015","Oct","pet","04-10 fraldas (1/3)",25.66
"622",2015-10-25,"2015","Oct","educação","06-10 taxa azul",50
"623",2015-10-25,"2015","Oct","educação","06-10 passagem rj (1/4)",60
"624",2015-10-25,"2015","Oct","transporte","08-10 gasolina",101
"625",2015-10-25,"2015","Oct","alimentação","10-10 walmart leite",43
"626",2015-10-25,"2015","Oct","saúde","10-10 farmácia",19
"627",2015-10-25,"2015","Oct","pet","07-09 vet puka (2/2)",107
"628",2015-10-25,"2015","Oct","lazer","net flux ",17
"629",2015-10-25,"2015","Oct","alimentação","compra mês complemento ",96
"630",2015-10-25,"2015","Oct","alimentação","17-09 mercado ",46
"631",2015-10-25,"2015","Oct","corolla","manutenção corolla 190k (2/4)",193.75
"632",2015-10-25,"2015","Oct","pet","vacina ",95
"633",2015-10-25,"2015","Oct","alimentação","mercado ",10
"634",2015-10-25,"2015","Oct","equipamentos","aparelho de pressão  (2/4)",31.5
"635",2015-10-27,"2015","Oct","seguros","mafre",260
"636",2015-10-27,"2015","Oct","beleza","cabelo ",30
"637",2015-10-30,"2015","Oct","moradia","conta água",58
"638",2015-11-02,"2015","Nov","transporte","gasolina 17-10",106
"639",2015-11-02,"2015","Nov","transporte","gasolina 24-10",74
"640",2015-11-02,"2015","Nov","alimentação","feira 23-10",87
"641",2015-11-05,"2015","Nov","educação","inglês ",100
"642",2015-11-08,"2015","Nov","telefonia","claro fixo",22
"643",2015-11-10,"2015","Nov","pagamentos","banco",48
"644",2015-11-15,"2015","Nov","educação","kung fu",120
"645",2015-11-15,"2015","Nov","saúde","convênio ",228
"646",2015-11-16,"2015","Nov","moradia","vigia",45
"647",2015-11-21,"2015","Nov","moradia","luz",116
"648",2015-11-22,"2015","Nov","telefonia","vivo ",80
"649",2015-11-23,"2015","Nov","pagamentos","saque ",70
"650",2015-11-23,"2015","Nov","corolla","seguro corolla (4/4)",577
"651",2015-11-24,"2015","Nov","investimento","taxi ",13
"652",2015-11-25,"2015","Nov","investimento","transporte abendi ",21
"653",2015-11-25,"2015","Nov","alimentação","previsão alimentação 2.0",100
"654",2015-11-25,"2015","Nov","investimento","pic",82
"655",2015-11-25,"2015","Nov","alimentação","wallmart",39
"656",2015-11-25,"2015","Nov","transporte","carrefour pso 409",118.79
"657",2015-11-25,"2015","Nov","alimentação","sacolao saude st",82.45
"658",2015-11-25,"2015","Nov","alimentação","nivalmix vivo ",12
"659",2015-11-25,"2015","Nov","saúde","anticoncepcional ",23
"660",2015-11-25,"2015","Nov","alimentação","mercado mês ",334
"661",2015-11-25,"2015","Nov","alimentação","11-11 mercado ",71
"662",2015-11-25,"2015","Nov","lazer","ice mello sorvete",19.7
"663",2015-11-25,"2015","Nov","roupa","raj k716 (1/3)",44.99
"664",2015-11-25,"2015","Nov","roupa","fiescot",99.9
"665",2015-11-25,"2015","Nov","transporte","auto p polo petroquimic",50
"666",2015-11-25,"2015","Nov","lazer","net flux ",17
"667",2015-11-25,"2015","Nov","alimentação","coop capuava",57.42
"668",2015-11-25,"2015","Nov","lazer","netflix.com",19.9
"669",2015-11-25,"2015","Nov","equipamentos","bateria controle ",26
"670",2015-11-25,"2015","Nov","alimentação","monigas",53
"671",2015-11-25,"2015","Nov","saúde","esquina da fe",19.78
"672",2015-11-25,"2015","Nov","lazer","ferraz grill",14.07
"673",2015-11-25,"2015","Nov","alimentação","31-10 carrefour ",73
"674",2015-11-25,"2015","Nov","alimentação","açougue ",35
"675",2015-11-25,"2015","Nov","alimentação","sacolao saude st",65.8
"676",2015-11-25,"2015","Nov","transporte","31-10 gasolina ",98
"677",2015-11-25,"2015","Nov","lazer","ferraz grill",15.4
"678",2015-11-25,"2015","Nov","alimentação","coop capuava, rs 9,58 [ 28/10/2015 [ 15h45. utilizado 80% limite.",9.58
"679",2015-11-25,"2015","Nov","alimentação","coop capuava",29.43
"680",2015-11-25,"2015","Nov","telefonia","tim ",70
"681",2015-11-25,"2015","Nov","alimentação","hitamax minimercado, rs 14,99 [ 23/10/2015 [ 15h07. utilizado 80% limite.",14.99
"682",2015-11-25,"2015","Nov","saúde","28-10 farma",7
"683",2015-11-25,"2015","Nov","educação","06-10 passagem rj (2/4)",60
"684",2015-11-25,"2015","Nov","alimentação","17-10 feira",90
"685",2015-11-25,"2015","Nov","pagamentos","anuidade visa (2/3)",61.33
"686",2015-11-25,"2015","Nov","equipamentos","escada e mangueira  (2/2)",93.5
"687",2015-11-25,"2015","Nov","pet","04-10 fraldas (2/3)",25.66
"688",2015-11-25,"2015","Nov","saúde","remédio aline  (3/3)",25
"689",2015-11-25,"2015","Nov","corolla","manutenção corolla 190k (3/4)",193.75
"690",2015-11-25,"2015","Nov","pagamentos","uol aline (4/4)",30.5
"691",2015-11-25,"2015","Nov","equipamentos","aparelho de pressão  (3/4)",31.5
"692",2015-11-25,"2015","Nov","equipamentos","08-04 guitarra (8/8)",54
"693",2015-11-25,"2015","Nov","equipamentos","secador (5/6)",37.33
"694",2015-11-25,"2015","Nov","roupa","18-07 tênis (4/5)",52
"695",2015-11-25,"2015","Nov","beleza","cortina da sala  (8/10)",78
"696",2015-11-27,"2015","Nov","seguros","mafre",260
"697",2015-11-27,"2015","Nov","beleza","cabelo ",30
"698",2015-11-29,"2015","Nov","alimentação","feira ",8
"699",2015-11-30,"2015","Nov","moradia","conta água",62
"700",2015-12-02,"2015","Dec","lazer","02-12 almoço ",18
"701",2015-12-06,"2015","Dec","lazer","mr pretze",24
"702",2015-12-07,"2015","Dec","telefonia","netflix.com",19.9
"703",2015-12-08,"2015","Dec","telefonia","claro fixo",44
"704",2015-12-09,"2015","Dec","pagamentos","bco24h",50
"705",2015-12-10,"2015","Dec","educação","material ingles (1/3)",100
"706",2015-12-10,"2015","Dec","pagamentos","banco",48
"707",2015-12-15,"2015","Dec","educação","kung fu",120
"708",2015-12-15,"2015","Dec","saúde","convênio ",260
"709",2015-12-16,"2015","Dec","moradia","vigia",45
"710",2015-12-16,"2015","Dec","alimentação","coop capu",25.21
"711",2015-12-17,"2015","Dec","fast food","hitamax m",4.33
"712",2015-12-18,"2015","Dec","saúde","extra far",8.98
"713",2015-12-18,"2015","Dec","pagamentos","bco24h",38
"714",2015-12-19,"2015","Dec","alimentação","pagseguro ovos ",13
"715",2015-12-19,"2015","Dec","alimentação","palmito ",12
"716",2015-12-19,"2015","Dec","alimentação","hitamax",2.29
"717",2015-12-20,"2015","Dec","alimentação","hitamax",2.29
"718",2015-12-21,"2015","Dec","telefonia","vivo cel",15
"719",2015-12-21,"2015","Dec","alimentação","lichia",30
"720",2015-12-21,"2015","Dec","moradia","luz",113
"721",2015-12-22,"2015","Dec","telefonia","vivo ",80
"722",2015-12-23,"2015","Dec","pagamentos","bco24h",50
"723",2015-12-24,"2015","Dec","alimentação","padaria p",7.85
"724",2015-12-24,"2015","Dec","fast food","hitamax m",9.62
"725",2015-12-26,"2015","Dec","telefonia","tim erick & aline",100
"726",2015-12-26,"2015","Dec","investimento","pic (1/21)",82
"727",2015-12-27,"2015","Dec","seguros","mafre",260
"728",2015-12-27,"2015","Dec","beleza","cabelo ",30
"729",2015-12-28,"2015","Dec","alimentação","padaria pao paulinos",10.25
"730",2015-12-28,"2015","Dec","fast food","padaria pao paulinos",14.6
"731",2015-12-28,"2015","Dec","alimentação","sagrado coracao açougue ",27.18
"732",2015-12-28,"2015","Dec","alimentação","sacolao saude st",98.38
"733",2015-12-28,"2015","Dec","fast food","padaria pao paulinos",5.85
"734",2015-12-28,"2015","Dec","lazer","coop capuava",22.75
"735",2015-12-28,"2015","Dec","lazer","ferraz grill",22.25
"736",2015-12-28,"2015","Dec","transporte","a posto i batistucci l",123
"737",2015-12-28,"2015","Dec","presentes","fralda regiane ",44
"738",2015-12-28,"2015","Dec","alimentação","03-12 hitamax 2",12
"739",2015-12-28,"2015","Dec","alimentação","09-12 padaria",14
"740",2015-12-28,"2015","Dec","alimentação","07-12 coop",28.6
"741",2015-12-28,"2015","Dec","transporte","07-12 gasolina",121
"742",2015-12-28,"2015","Dec","fast food","padaria pao paulinos",8.8
"743",2015-12-28,"2015","Dec","saúde","drogaria central",19
"744",2015-12-28,"2015","Dec","alimentação","coop capuava",15.87
"745",2015-12-28,"2015","Dec","lazer","showcolat",15
"746",2015-12-28,"2015","Dec","transporte","gasolina ",50
"747",2015-12-28,"2015","Dec","alimentação","coop capuava",19.68
"748",2015-12-28,"2015","Dec","alimentação","hitamax",8.69
"749",2015-12-28,"2015","Dec","alimentação","sacolao saude st",110.97
"750",2015-12-28,"2015","Dec","equipamentos","mercadopago",32
"751",2015-12-28,"2015","Dec","saúde","esquina da fe",10.45
"752",2015-12-28,"2015","Dec","lazer","pastel ",16
"753",2015-12-28,"2015","Dec","alimentação","sacolao saude st",94.47
"754",2015-12-28,"2015","Dec","transporte","carrefour pso 409",115.72
"755",2015-12-28,"2015","Dec","investimento","kiloucura restaurante",17.9
"756",2015-12-28,"2015","Dec","investimento","café ",7.4
"757",2015-12-28,"2015","Dec","equipamentos","coop capuava",21.75
"758",2015-12-28,"2015","Dec","transporte","23-11 gasolina ",60
"759",2015-12-28,"2015","Dec","lazer","pizzaria donatello s",75.7
"760",2015-12-28,"2015","Dec","saúde","remédio aline ",69.58
"761",2015-12-28,"2015","Dec","alimentação","20-11 frango ",19
"762",2015-12-28,"2015","Dec","alimentação","pagsegurouol*cafelanch",12
"763",2015-12-28,"2015","Dec","alimentação","hitamax",8.19
"764",2015-12-28,"2015","Dec","alimentação","20-11 feira ",105
"765",2015-12-28,"2015","Dec","transporte","18-11 gasolina",170
"766",2015-12-28,"2015","Dec","lazer","habibs itamarati",29.15
"767",2015-12-28,"2015","Dec","alimentação","15-11 mercado ",101.52
"768",2015-12-28,"2015","Dec","educação","06-10 passagem rj (3/4)",60
"769",2015-12-28,"2015","Dec","roupa","raj k716 (2/3)",44.99
"770",2015-12-28,"2015","Dec","pet","04-10 fraldas (3/3)",25.66
"771",2015-12-28,"2015","Dec","pagamentos","anuidade visa (3/3)",61.33
"772",2015-12-28,"2015","Dec","corolla","manutenção corolla 190k (4/4)",193.75
"773",2015-12-28,"2015","Dec","roupa","18-07 tênis (5/5)",52
"774",2015-12-28,"2015","Dec","equipamentos","aparelho de pressão  (4/4)",31.5
"775",2015-12-28,"2015","Dec","beleza","cortina da sala  (9/10)",78
"776",2015-12-28,"2015","Dec","equipamentos","secador (6/6)",37.33
"777",2015-12-30,"2015","Dec","moradia","conta água",62
"778",2016-01-04,"2016","Jan","alimentação","açougue ",35
"779",2016-01-05,"2016","Jan","terceiros","gas ricardo ",15
"780",2016-01-06,"2016","Jan","corolla","reserva corolla",560
"781",2016-01-07,"2016","Jan","telefonia","netflix.com",19.9
"782",2016-01-08,"2016","Jan","alimentação","hitamax m",8.8
"783",2016-01-09,"2016","Jan","equipamentos","ferragens",8.3
"784",2016-01-09,"2016","Jan","alimentação","hitamax",5.6
"785",2016-01-10,"2016","Jan","educação","material ingles (2/3)",100
"786",2016-01-10,"2016","Jan","pagamentos","banco",48
"787",2016-01-15,"2016","Jan","educação","kung fu",120
"788",2016-01-15,"2016","Jan","saúde","convênio ",278
"789",2016-01-15,"2016","Jan","alimentação","hitamax m",11.96
"790",2016-01-16,"2016","Jan","moradia","vigia",45
"791",2016-01-16,"2016","Jan","alimentação","feira ",10
"792",2016-01-20,"2016","Jan","lazer","ferraz gr",17.18
"793",2016-01-21,"2016","Jan","moradia","luz",120
"794",2016-01-22,"2016","Jan","telefonia","vivo ",80
"795",2016-01-24,"2016","Jan","pagamentos","bco24h",80
"796",2016-01-25,"2016","Jan","fast food","pastelaria naito",16
"797",2016-01-25,"2016","Jan","lazer","ferraz grill",18.42
"798",2016-01-25,"2016","Jan","presentes","fralda celso ",46
"799",2016-01-25,"2016","Jan","equipamentos","pen drive ",37
"800",2016-01-25,"2016","Jan","transporte","carrefour pso 409",89.12
"801",2016-01-25,"2016","Jan","fast food","ramos pescados",30.19
"802",2016-01-25,"2016","Jan","alimentação","kartex descartaveis",48.5
"803",2016-01-25,"2016","Jan","alimentação","sacolao saude st",185.22
"804",2016-01-25,"2016","Jan","alimentação","coop capuava",21
"805",2016-01-25,"2016","Jan","lazer","2109 [ cinemark g",35
"806",2016-01-25,"2016","Jan","alimentação","bruti s cafe",12
"807",2016-01-25,"2016","Jan","lazer","ferraz grill",18.75
"808",2016-01-25,"2016","Jan","beleza","cortina da sala  (10/10)",78
"809",2016-01-25,"2016","Jan","educação","06-10 passagem rj (4/4)",60
"810",2016-01-25,"2016","Jan","roupa","raj k716 (3/3)",44.99
"811",2016-01-25,"2016","Jan","lazer","ferraz grill",18.34
"812",2016-01-25,"2016","Jan","transporte","a posto i batistucci l",134
"813",2016-01-25,"2016","Jan","alimentação","coop capuava",18.99
"814",2016-01-25,"2016","Jan","alimentação","assai atacadista",505
"815",2016-01-25,"2016","Jan","alimentação","sacolao saude st",85.85
"816",2016-01-25,"2016","Jan","fast food","pastelaria naito",16
"817",2016-01-25,"2016","Jan","fast food","ramos pescados",11.44
"818",2016-01-25,"2016","Jan","saúde","coop capuava farmácia ",17.65
"819",2016-01-25,"2016","Jan","transporte","auto posto miro",130.44
"820",2016-01-25,"2016","Jan","alimentação","sacolao saude st",145.52
"821",2016-01-25,"2016","Jan","transporte","auto posto miro",130.01
"822",2016-01-25,"2016","Jan","alimentação","hitamax minimercado",12.56
"823",2016-01-25,"2016","Jan","alimentação","sacolao saude st",59.65
"824",2016-01-26,"2016","Jan","telefonia","tim erick & aline",100
"825",2016-01-26,"2016","Jan","investimento","pic (2/21)",82
"826",2016-01-27,"2016","Jan","seguros","mafre",260
"827",2016-01-27,"2016","Jan","beleza","cabelo ",30
"828",2016-01-27,"2016","Jan","lazer","almoço ferraz ",25
"829",2016-01-30,"2016","Jan","moradia","conta água",62
"830",2016-02-01,"2016","Feb","corolla","reserva corolla",560
"831",2016-02-01,"2016","Feb","alimentação","atacadao",367.65
"832",2016-02-01,"2016","Feb","transporte","01-02 gasolina",30
"833",2016-02-03,"2016","Feb","lazer","ferraz gr",18.3
"834",2016-02-04,"2016","Feb","equipamentos","climatizador",67
"835",2016-02-05,"2016","Feb","roupa","otica jov",95
"836",2016-02-05,"2016","Feb","transporte","a p irmao",96
"837",2016-02-05,"2016","Feb","pagamentos","bco24h",100
"838",2016-02-06,"2016","Feb","fast food","claudio m simoes",18
"839",2016-02-07,"2016","Feb","transporte","07-02 gasolina",50
"840",2016-02-07,"2016","Feb","alimentação","07-02 feira",26
"841",2016-02-07,"2016","Feb","telefonia","netflix.com",19.9
"842",2016-02-10,"2016","Feb","educação","material ingles (3/3)",100
"843",2016-02-10,"2016","Feb","lazer","ferraz gr",19.84
"844",2016-02-10,"2016","Feb","pagamentos","banco",48
"845",2016-02-13,"2016","Feb","fast food","pizza ",30
"846",2016-02-13,"2016","Feb","pagamentos","saque ",50
"847",2016-02-15,"2016","Feb","educação","kung fu",120
"848",2016-02-15,"2016","Feb","saúde","convênio ",278
"849",2016-02-16,"2016","Feb","moradia","vigia",45
"850",2016-02-16,"2016","Feb","moradia","portão automático ",100
"851",2016-02-18,"2016","Feb","alimentação","mel",25
"852",2016-02-20,"2016","Feb","alimentação","hitamax m",5.86
"853",2016-02-20,"2016","Feb","pagamentos","bco24h",27
