Status,Ano,Date,Description,CATEGORY,Amount,Cartao
,2016,26 September 2016,ESQUINA DA FE,SAÚDE,15.55,
,2016,26 September 2016,COOP CAPUAVA,ALIMENTAÇÃO,59.63,
,2016,26 September 2016,CARREFOUR PSO 409,TRANSPORTE,88.47,
,2016,26 September 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,46.81,
,2016,26 September 2016,FACEBK*JBLEEASRN2,INVESTIMENTO,30.58,
,2016,26 September 2016,MC DONALDS GI2,FAST FOOD,20.50,
,2016,26 September 2016,ESTAPAR AERO GUARULHOS,LAZER,32.00,
,2016,26 September 2016,COOP CAPUAVA,SAÚDE,29.27,
,2016,26 September 2016,PANIFICAD,ALIMENTAÇÃO,10.00,
,2016,26 September 2016,PET SHOP KAKAZU,PET,47.00,
,2016,26 September 2016,CARREFOUR PSO 409,TRANSPORTE,89.36,
,2016,26 September 2016,WILSON CARDOSO,FAST FOOD,45.00,
,2016,26 September 2016,MERCADINHO A MINE,ALIMENTAÇÃO,11.48,
,2016,26 September 2016,LORD S DOG,PET,160.00,
,2016,26 September 2016,SHELL,TRANSPORTE,32.00,
,2016,26 September 2016,EXTRA FARMA LOJA 18,SAÚDE,11.80,
,2016,26 September 2016,A POSTO I BATISTUCCI L,TRANSPORTE,38.00,
,2016,26 September 2016,Netflix,LAZER,23.00,
,2016,26 September 2016,TIM Erick & Aline,TELEFONIA,100.00,
,2016,25 September 2016,TIM,EQUIPAMENTOS,10.00,
,2016,25 September 2016,BCO24H,PAGAMENTOS,80.00,
,2016,21 September 2016,luz,MORADIA,120.00,
,2016,20 September 2016,Saque,PAGAMENTOS,70.00,
,2016,15 September 2016,convênio,SAÚDE,278.00,
,2016,15 September 2016,kung fu,EDUCAÇÃO,130.00,
,2016,11 September 2016,COOP CAPU,ALIMENTAÇÃO,100.48,
,2016,11 September 2016,Saque,PAGAMENTOS,30.00,
,2016,10 September 2016,Feira,ALIMENTAÇÃO,100.00,
,2016,01 September 2016,CX ITAU AV XV DE NOV,PAGAMENTOS,120.00,
,2016,30 August 2016,conta água,MORADIA,62.00,
,2016,29 August 2016,HITAMAX,ALIMENTAÇÃO,5.88,
,2016,27 August 2016,PAO DO MA,ALIMENTAÇÃO,5.89,
,2016,27 August 2016,Vivo,TELEFONIA,80.00,
,2016,27 August 2016,Cabelo,BELEZA,30.00,
,2016,27 August 2016,mafre,SEGUROS,260.00,
,2016,26 August 2016,PIC (9/21),INVESTIMENTO,82.00,
,2016,26 August 2016,Netflix,LAZER,23.00,
,2016,26 August 2016,TIM Erick & Aline,TELEFONIA,100.00,
,2016,25 August 2016,COOP CAPUAVA (3/3),SAÚDE,53.76,
,2016,25 August 2016,MERCADOPAGO (2/3),COROLLA,52.04,
,2016,25 August 2016,WEBMOTORS (2/3),COROLLA,49.97,
,2016,25 August 2016,COOP CAPUAVA,ALIMENTAÇÃO,42.19,
,2016,25 August 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,85.43,
,2016,25 August 2016,EXTRA FARMA LOJA 18,SAÚDE,9.40,
,2016,25 August 2016,MERCADOPAGO,EQUIPAMENTOS,24.89,
,2016,25 August 2016,COOP CAPUAVA,ALIMENTAÇÃO,55.16,
,2016,25 August 2016,AUTO POSTO MIRO,TRANSPORTE,35.00,
,2016,25 August 2016,PAO DO MARQUES,ALIMENTAÇÃO,7.40,
,2016,25 August 2016,CARREFOUR 409 PSC,TRANSPORTE,156.27,
,2016,25 August 2016,EC*ALIPAY,EQUIPAMENTOS,17.39,
,2016,25 August 2016,ODAIR JOSE SILVEIRA CO,ALIMENTAÇÃO,54.00,
,2016,25 August 2016,COOP CAPUAVA,ALIMENTAÇÃO,44.44,
,2016,25 August 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,92.11,
,2016,25 August 2016,FARMA SUPERCENTER 4319,SAÚDE,29.07,
,2016,25 August 2016,SUP CENT ST ANDRE 2800,ALIMENTAÇÃO,38.66,
,2016,25 August 2016,Bateria câmera,EQUIPAMENTOS,30.00,
,2016,25 August 2016,SAGRADO CORACAO,ALIMENTAÇÃO,34.32,
,2016,25 August 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,27.16,
,2016,25 August 2016,HITAMAX,ALIMENTAÇÃO,28.35,
,2016,25 August 2016,CARREFOUR PSO 409,TRANSPORTE,163.72,
,2016,25 August 2016,FCIA PAGUE MENOS,SAÚDE,5.05,
,2016,25 August 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,10.68,
,2016,25 August 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,115.36,
,2016,25 August 2016,COOP CAPUAVA,ALIMENTAÇÃO,36.12,
,2016,25 August 2016,Bebedouro,PET,29.80,
,2016,25 August 2016,COOP CAPUAVA,ALIMENTAÇÃO,47.98,
,2016,25 August 2016,CARREFOUR PSO 409,TRANSPORTE,167.65,
,2016,25 August 2016,GRAO EXPRESSO,LAZER,9.60,
,2016,25 August 2016,CARREFOUR STO 248,ALIMENTAÇÃO,57.14,
,2016,25 August 2016,FERRAGENS MARUKAI LTDA,EQUIPAMENTOS,23.20,
,2016,25 August 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,109.00,
,2016,25 August 2016,COOP CAPUAVA,ALIMENTAÇÃO,21.29,
,2016,25 August 2016,EXTRA 1338,ALIMENTAÇÃO,42.39,
,2016,25 August 2016,MIAMOR,EQUIPAMENTOS,8.59,
,2016,25 August 2016,AUTO POSTO MIRO,TRANSPORTE,30.00,
,2016,25 August 2016,ASSAI ATACADISTA,ALIMENTAÇÃO,125.19,
,2016,24 August 2016,CX ITAU AV INDUSTRIA,PAGAMENTOS,60.00,
,2016,21 August 2016,SEBASTIAO,ALIMENTAÇÃO,13.00,
,2016,21 August 2016,luz,MORADIA,120.00,
,2016,17 August 2016,CX ITAU AV BRASIL 15,PAGAMENTOS,80.00,
,2016,16 August 2016,vigia,MORADIA,45.00,
,2016,15 August 2016,convênio,SAÚDE,278.00,
,2016,15 August 2016,kung fu,EDUCAÇÃO,130.00,
,2016,09 August 2016,Saque,PAGAMENTOS,40.00,
,2016,08 August 2016,TIM,ALIMENTAÇÃO,10.00,
,2016,03 August 2016,COOP CAPU,ALIMENTAÇÃO,33.64,
,2016,30 July 2016,COOP CAPU,ALIMENTAÇÃO,19.19,
,2016,30 July 2016,Saque,PAGAMENTOS,30.00,
,2016,30 July 2016,PAO DO MA,ALIMENTAÇÃO,7.30,
,2016,30 July 2016,conta água,MORADIA,62.00,
,2016,27 July 2016,mafre,SEGUROS,260.00,
,2016,27 July 2016,Cabelo,BELEZA,30.00,
,2016,26 July 2016,PIC (8/21),INVESTIMENTO,82.00,
,2016,26 July 2016,Netflix,LAZER,23.00,
,2016,26 July 2016,TIM Erick & Aline,TELEFONIA,100.00,
,2016,25 July 2016,COOP CAPUAVA (2/3),SAÚDE,53.76,
,2016,25 July 2016,ASSAI ATACADISTA,ALIMENTAÇÃO,482.89,
,2016,25 July 2016,Compras pão de açúcar,ALIMENTAÇÃO,475.00,
,2016,25 July 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,92.55,
,2016,25 July 2016,AUTO POSTO MIRO,TRANSPORTE,30.00,
,2016,25 July 2016,CARREFOUR PSO 409,TRANSPORTE,169.73,
,2016,25 July 2016,CARREFOUR STO 248,ALIMENTAÇÃO,19.37,
,2016,25 July 2016,Mercado pago meias,ROUPA,83.06,
,2016,25 July 2016,COOP CAPUAVA,ALIMENTAÇÃO,15.25,
,2016,25 July 2016,BRUTI S CAFE E LANCHES,LAZER,12.50,
,2016,25 July 2016,PAO DO MARQUES,ALIMENTAÇÃO,10.34,
,2016,25 July 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,88.82,
,2016,25 July 2016,COOP CAPUAVA,ALIMENTAÇÃO,39.10,
,2016,25 July 2016,MERCADOPAGO (1/3),COROLLA,52.04,
,2016,25 July 2016,WEBMOTORS (1/3),COROLLA,49.97,
,2016,25 July 2016,UBER*UBER,INVESTIMENTO,7.00,
,2016,25 July 2016,UBER*UBER,INVESTIMENTO,7.39,
,2016,25 July 2016,DIVINO FOGAO C T DA FA,FAST FOOD,19.83,
,2016,25 July 2016,CARREFOUR 409 PSC,TRANSPORTE,144.05,
,2016,25 July 2016,AUTO POSTO MIRO,TRANSPORTE,30.00,
,2016,25 July 2016,NUUVEM*200775717415471,LAZER,21.99,
,2016,25 July 2016,EXTRA FARMA LOJA 18,SAÚDE,19.20,
,2016,25 July 2016,GOOGLE PLAY*METACTRL,EQUIPAMENTOS,4.99,
,2016,25 July 2016,ARMARINHOS FERNAN,PRESENTES,57.60,
,2016,25 July 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,74.67,
,2016,25 July 2016,LUIZ A R GOIS,ALIMENTAÇÃO,19.20,
,2016,25 July 2016,PASTELARIA NAITO,FAST FOOD,5.00,
,2016,25 July 2016,ALINE AMOROSO ESPORTES,EDUCAÇÃO,99.00,
,2016,25 July 2016,CeC INDUSTRIAL,EQUIPAMENTOS,27.90,
,2016,25 July 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,7.88,
,2016,25 July 2016,EXTRA FARMA LOJA 18,SAÚDE,14.93,
,2016,25 July 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,117.15,
,2016,25 July 2016,CARREFOUR STO 248,ALIMENTAÇÃO,29.75,
,2016,25 July 2016,CARREFOUR PSO 409,TRANSPORTE,155.95,
,2016,25 July 2016,KARTEX DESCARTAVEIS,ALIMENTAÇÃO,30.50,
,2016,23 July 2016,CX ITAU AV ITAMARATI,PAGAMENTOS,30.00,
,2016,23 July 2016,PAO DO MA,ALIMENTAÇÃO,8.15,
,2016,22 July 2016,HITAMAX,ALIMENTAÇÃO,9.29,
,2016,21 July 2016,luz,MORADIA,120.00,
,2016,18 July 2016,Saque,PAGAMENTOS,20.00,
,2016,16 July 2016,Ovos,ALIMENTAÇÃO,15.00,
,2016,16 July 2016,vigia,MORADIA,45.00,
,2016,15 July 2016,kung fu,EDUCAÇÃO,130.00,
,2016,15 July 2016,convênio,SAÚDE,278.00,
,2016,10 July 2016,banco,PAGAMENTOS,48.00,
,2016,09 July 2016,Saque,PAGAMENTOS,80.00,
,2016,09 July 2016,PAO DO MA,ALIMENTAÇÃO,5.92,
,2016,08 July 2016,HITAMAX,ALIMENTAÇÃO,27.85,
,2016,08 July 2016,Saque,PAGAMENTOS,25.00,
,2016,04 July 2016,climatizador,EQUIPAMENTOS,67.00,
,2016,30 June 2016,conta água,MORADIA,62.00,
,2016,27 June 2016,mafre,SEGUROS,260.00,
,2016,27 June 2016,COOP CAPUAVA,SAÚDE,116.95,
,2016,27 June 2016,COOP CAPUAVA,ALIMENTAÇÃO,31.91,
,2016,27 June 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,9.98,
,2016,27 June 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,168.08,
,2016,27 June 2016,CARREFOUR PSO 409,TRANSPORTE,109.52,
,2016,27 June 2016,COOP CAPUAVA,ALIMENTAÇÃO,5.90,
,2016,27 June 2016,MONIGAS,ALIMENTAÇÃO,60.00,
,2016,27 June 2016,CARREFOUR PSO 409,TRANSPORTE,101.95,
,2016,27 June 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,142.14,
,2016,27 June 2016,COOP CAPUAVA (1/3),SAÚDE,53.76,
,2016,27 June 2016,EXTRA 1338,ALIMENTAÇÃO,73.79,
,2016,27 June 2016,KALUNGA ABC PLAZA,EQUIPAMENTOS,55.20,
,2016,27 June 2016,LOJAS RENNER FL 2,ROUPA,209.70,
,2016,27 June 2016,CARREFOUR PSO 409,TRANSPORTE,91.95,
,2016,27 June 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,83.56,
,2016,27 June 2016,RAMOS PESCADOS,ALIMENTAÇÃO,21.90,
,2016,27 June 2016,PASTELARIA NAITO,FAST FOOD,21.50,
,2016,27 June 2016,SUP CENT ST ANDRE 2800,ALIMENTAÇÃO,13.34,
,2016,27 June 2016,COOP CAPUAVA,ALIMENTAÇÃO,43.76,
,2016,27 June 2016,CARREFOUR STO 248,SAÚDE,27.24,
,2016,27 June 2016,"PET SHOP KAKAZU, RS 39,80 [ 01/06/2016 [ 13h50. Utilizado 80% limite.",PET,39.80,
,2016,27 June 2016,DECATHLON,EQUIPAMENTOS,89.97,
,2016,27 June 2016,Mercado pago cama Pet,PRESENTES,50.00,
,2016,27 June 2016,COOP CAPUAVA,ALIMENTAÇÃO,49.28,
,2016,27 June 2016,PAO DO MARQUES,ALIMENTAÇÃO,6.95,
,2016,27 June 2016,A P IRMAOS BATIST,TRANSPORTE,85.00,
,2016,27 June 2016,COOP CAPUAVA,ALIMENTAÇÃO,38.27,
,2016,27 June 2016,TOQUE DE BELEZA,BELEZA,18.20,
,2016,27 June 2016,CARREFOUR PSO 409,TRANSPORTE,163.68,
,2016,27 June 2016,LUCENA BAR,LAZER,55.00,
,2016,27 June 2016,LUCENA BAR,LAZER,20.00,
,2016,27 June 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,79.76,
,2016,27 June 2016,COOP CAPUAVA,ALIMENTAÇÃO,17.66,
,2016,27 June 2016,COOP CAPUAVA,ALIMENTAÇÃO,26.02,
,2016,27 June 2016,HITAMAX,ALIMENTAÇÃO,17.48,
,2016,27 June 2016,DECATHLON,EQUIPAMENTOS,60.00,
,2016,27 June 2016,HITAMAX,ALIMENTAÇÃO,17.89,
,2016,27 June 2016,dr hato,PET,90.00,
,2016,27 June 2016,PAO DO MARQUES,ALIMENTAÇÃO,7.40,
,2016,27 June 2016,FERRAGENS MARUKAI LTDA,EQUIPAMENTOS,18.20,
,2016,27 June 2016,SAGRADO CORACAO,ALIMENTAÇÃO,26.96,
,2016,27 June 2016,CARREFOUR PSO 409,TRANSPORTE,148.93,
,2016,27 June 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,119.68,
,2016,27 June 2016,COOP CAPUAVA,ALIMENTAÇÃO,39.77,
,2016,26 June 2016,Netflix,LAZER,23.00,
,2016,26 June 2016,TIM Erick & Aline,TELEFONIA,100.00,
,2016,26 June 2016,PIC (7/21),INVESTIMENTO,82.00,
,2016,22 June 2016,Cabelo,BELEZA,30.00,
,2016,22 June 2016,saque,PAGAMENTOS,30.00,
,2016,22 June 2016,Vivo,TELEFONIA,80.00,
,2016,21 June 2016,luz,MORADIA,120.00,
,2016,18 June 2016,PAO DO MA,ALIMENTAÇÃO,7.33,
,2016,16 June 2016,vigia,MORADIA,45.00,
,2016,15 June 2016,convênio,SAÚDE,278.00,
,2016,15 June 2016,kung fu,EDUCAÇÃO,130.00,
,2016,10 June 2016,banco,PAGAMENTOS,48.00,
,2016,04 June 2016,climatizador,EQUIPAMENTOS,67.00,
,2016,01 June 2016,Previsão Feira,ALIMENTAÇÃO,250.00,
,2016,30 May 2016,conta água,MORADIA,62.00,
,2016,27 May 2016,Saque,PAGAMENTOS,80.00,
,2016,27 May 2016,RODRISABO,FAST FOOD,12.00,
,2016,27 May 2016,Cabelo,BELEZA,30.00,
,2016,27 May 2016,mafre,SEGUROS,260.00,
,2016,26 May 2016,TIM Erick & Aline,TELEFONIA,100.00,
,2016,26 May 2016,PIC (6/21),INVESTIMENTO,82.00,
,2016,26 May 2016,Netflix,LAZER,23.00,
,2016,25 May 2016,Churrasco,LAZER,19.00,
,2016,25 May 2016,Gasolina,TRANSPORTE,166.00,
,2016,25 May 2016,COOP CAPUAVA,ALIMENTAÇÃO,8.56,
,2016,25 May 2016,COOP CAPUAVA,ALIMENTAÇÃO,64.20,
,2016,25 May 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,83.42,
,2016,25 May 2016,CARREFOUR PSO 409,TRANSPORTE,175.37,
,2016,25 May 2016,MERCADOPAGO,EQUIPAMENTOS,58.07,
,2016,25 May 2016,COOP CAPUAVA,SAÚDE,54.31,
,2016,25 May 2016,COOP CAPUAVA,ALIMENTAÇÃO,35.83,
,2016,25 May 2016,PIZZARIA HOSANA,FAST FOOD,30.00,
,2016,25 May 2016,HITAMAX,ALIMENTAÇÃO,8.24,
,2016,25 May 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,85.80,
,2016,25 May 2016,RAMOS PESCADOS,FAST FOOD,8.69,
,2016,25 May 2016,COOP CAPUAVA,ALIMENTAÇÃO,46.55,
,2016,25 May 2016,COOP CAPUAVA,ALIMENTAÇÃO,20.01,
,2016,25 May 2016,COOP CAPUAVA,ALIMENTAÇÃO,60.53,
,2016,25 May 2016,TOQUE DE BELEZA,BELEZA,11.90,
,2016,25 May 2016,AUTO POSTO MIRO,TRANSPORTE,22.50,
,2016,25 May 2016,MERCADOPAGO,PET,13.99,
,2016,25 May 2016,CARREFOUR PSO 409,TRANSPORTE,166.35,
,2016,25 May 2016,PAO DO MARQUES,ALIMENTAÇÃO,14.71,
,2016,25 May 2016,Mercado pago repetidor,EQUIPAMENTOS,56.26,
,2016,25 May 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,108.76,
,2016,25 May 2016,RAMOS PESCADOS,FAST FOOD,13.00,
,2016,25 May 2016,RIACHUELO 214,ROUPA,109.80,
,2016,25 May 2016,COOP CAPUAVA,ALIMENTAÇÃO,12.63,
,2016,25 May 2016,SUP CENT ST ANDRE 2800,ALIMENTAÇÃO,18.28,
,2016,25 May 2016,ASSAI ATACADISTA,ALIMENTAÇÃO,430.14,
,2016,25 May 2016,CASA DE CARNES GR,ALIMENTAÇÃO,8.22,
,2016,25 May 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,18.27,
,2016,25 May 2016,PANIFICAD,ALIMENTAÇÃO,10.97,
,2016,25 May 2016,A P IRMAOS BATIST,TRANSPORTE,34.29,
,2016,25 May 2016,COOP CAPUAVA,ALIMENTAÇÃO,67.72,
,2016,25 May 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,13.49,
,2016,25 May 2016,CARREFOUR PSO 409,TRANSPORTE,70.08,
,2016,25 May 2016,CARREFOUR STO 248,ALIMENTAÇÃO,50.25,
,2016,25 May 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,86.93,
,2016,25 May 2016,PIZZARIA BRASITAL,FAST FOOD,50.50,
,2016,25 May 2016,ZECA FRUTAS FRESCAS LT,ALIMENTAÇÃO,27.00,
,2016,22 May 2016,Vivo,TELEFONIA,80.00,
,2016,21 May 2016,luz,MORADIA,120.00,
,2016,21 May 2016,Pão,ALIMENTAÇÃO,7.00,
,2016,16 May 2016,vigia,MORADIA,45.00,
,2016,15 May 2016,kung fu,EDUCAÇÃO,120.00,
,2016,15 May 2016,convênio,SAÚDE,278.00,
,2016,14 May 2016,Gasolina,TRANSPORTE,20.00,
,2016,14 May 2016,Saque,PAGAMENTOS,60.00,
,2016,10 May 2016,banco,PAGAMENTOS,48.00,
,2016,09 May 2016,Costura,ROUPA,20.00,
,2016,09 May 2016,BCO24H,PAGAMENTOS,60.00,
,2016,07 May 2016,Saque,PAGAMENTOS,50.00,
,2016,04 May 2016,climatizador,EQUIPAMENTOS,67.00,
,2016,30 April 2016,Boneco,PET,20.00,
,2016,30 April 2016,conta água,MORADIA,62.00,
,2016,27 April 2016,mafre,SEGUROS,260.00,
,2016,27 April 2016,Cabelo,BELEZA,30.00,
,2016,26 April 2016,Taxa banco do Brasil,PAGAMENTOS,15.00,
,2016,26 April 2016,Saque,PAGAMENTOS,60.00,
,2016,26 April 2016,CARREFOUR 409 PSC,TRANSPORTE,173.48,
,2016,26 April 2016,FERRAZ GRILL,LAZER,16.04,
,2016,26 April 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,68.51,
,2016,26 April 2016,MercPago[MLIVRE,EQUIPAMENTOS,218.21,
,2016,26 April 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,27.80,
,2016,26 April 2016,HITAMAX,ALIMENTAÇÃO,10.28,
,2016,26 April 2016,feira,ALIMENTAÇÃO,64.00,
,2016,26 April 2016,FERRAZ GRILL,ALIMENTAÇÃO,18.90,
,2016,26 April 2016,CARREFOUR PSO 409,TRANSPORTE,166.98,
,2016,26 April 2016,CARREFOUR STO 248,EQUIPAMENTOS,100.36,
,2016,26 April 2016,GOOGLE PLAY*APP BLAUEC,INVESTIMENTO,14.90,
,2016,26 April 2016,PANIFICADORA PAO,ALIMENTAÇÃO,7.65,
,2016,26 April 2016,BK SHOPPING ABC,FAST FOOD,28.50,
,2016,26 April 2016,MC DONALDS MAP,FAST FOOD,23.00,
,2016,26 April 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,140.22,
,2016,26 April 2016,PALMITO CIA,ALIMENTAÇÃO,8.00,
,2016,26 April 2016,HITAMAX,ALIMENTAÇÃO,7.84,
,2016,26 April 2016,COOP CAPUAVA,ALIMENTAÇÃO,5.49,
,2016,26 April 2016,PAO DO MARQUES,ALIMENTAÇÃO,15.45,
,2016,26 April 2016,UBER*UBER,INVESTIMENTO,9.32,
,2016,26 April 2016,UBER*UBER,INVESTIMENTO,7.61,
,2016,26 April 2016,CARREFOUR 409 PSC,TRANSPORTE,155.50,
,2016,26 April 2016,Carregador USB,EQUIPAMENTOS,49.99,
,2016,26 April 2016,PANIFICADORA PAO,ALIMENTAÇÃO,7.22,
,2016,26 April 2016,COOP CAPUAVA,ALIMENTAÇÃO,40.00,
,2016,26 April 2016,Remédio joelho,SAÚDE,114.00,
,2016,26 April 2016,PASTELARIA NAITO,FAST FOOD,30.00,
,2016,26 April 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,67.51,
,2016,26 April 2016,CORPO e VIDA,SAÚDE,89.00,
,2016,26 April 2016,SUP CENT ST ANDRE 2800,ALIMENTAÇÃO,55.68,
,2016,26 April 2016,CARREFOUR 409 PSC,TRANSPORTE,171.32,
,2016,26 April 2016,COOP CAPUAVA,ALIMENTAÇÃO,28.56,
,2016,26 April 2016,BRUTI S CAFE,LAZER,16.00,
,2016,26 April 2016,COOP CAPU,ALIMENTAÇÃO,25.56,
,2016,26 April 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,9.38,
,2016,26 April 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,55.97,
,2016,26 April 2016,HITAMAX,ALIMENTAÇÃO,10.24,
,2016,26 April 2016,PIC (5/21),INVESTIMENTO,82.00,
,2016,26 April 2016,TIM Erick & Aline,TELEFONIA,100.00,
,2016,22 April 2016,Vivo,TELEFONIA,80.00,
,2016,21 April 2016,luz,MORADIA,120.00,
,2016,16 April 2016,CX ITAU AV ITAMARATI,PAGAMENTOS,30.00,
,2016,16 April 2016,PAO DO MA,ALIMENTAÇÃO,6.60,
,2016,16 April 2016,vigia,MORADIA,45.00,
,2016,15 April 2016,kung fu,EDUCAÇÃO,120.00,
,2016,15 April 2016,convênio,SAÚDE,278.00,
,2016,12 April 2016,Sapato Kung Fu,EQUIPAMENTOS,120.00,
,2016,10 April 2016,banco,PAGAMENTOS,48.00,
,2016,09 April 2016,PANIFICAD,ALIMENTAÇÃO,6.75,
,2016,07 April 2016,NETFLIX.COM,TELEFONIA,19.90,
,2016,04 April 2016,climatizador,EQUIPAMENTOS,67.00,
,2016,04 April 2016,CX ITAU AV XV DE NOV,PAGAMENTOS,120.00,
,2016,30 March 2016,conta água,MORADIA,62.00,
,2016,29 March 2016,Saque,PAGAMENTOS,50.00,
,2016,27 March 2016,Cabelo,BELEZA,30.00,
,2016,27 March 2016,mafre,SEGUROS,260.00,
,2016,26 March 2016,PIC (4/21),INVESTIMENTO,82.00,
,2016,26 March 2016,TIM Erick & Aline,TELEFONIA,100.00,
,2016,25 March 2016,CARREFOUR 409 PSC,TRANSPORTE,119.15,
,2016,25 March 2016,FERRAZ GRILL,LAZER,19.36,
,2016,25 March 2016,PADARIA LIDER,FAST FOOD,12.00,
,2016,25 March 2016,SUP CENT ST ANDRE 2800,ALIMENTAÇÃO,74.48,
,2016,25 March 2016,PAO DO MARQUES,ALIMENTAÇÃO,7.50,
,2016,25 March 2016,AUTO POSTO MIRO,TRANSPORTE,32.50,
,2016,25 March 2016,MONTE Carlo lavagem,COROLLA,35.00,
,2016,25 March 2016,FERRAGENS MARUKAI LTDA,EQUIPAMENTOS,20.60,
,2016,25 March 2016,AMEI BIJUTERIAS,PRESENTES,30.00,
,2016,25 March 2016,SUP CENT ST ANDRE 2800,ALIMENTAÇÃO,64.96,
,2016,25 March 2016,CARREFOUR PSO 409,TRANSPORTE,112.82,
,2016,25 March 2016,EXTRA FAR,PET,4.65,
,2016,25 March 2016,PADARIA PAO PAULINOS,ALIMENTAÇÃO,5.80,
,2016,25 March 2016,KILOUCURA RESTAURANTE,INVESTIMENTO,19.86,
,2016,25 March 2016,UBER*UBER,INVESTIMENTO,7.26,
,2016,25 March 2016,HITAMAX,ALIMENTAÇÃO,19.22,
,2016,25 March 2016,CARREFOUR 409 PSC,TRANSPORTE,131.50,
,2016,25 March 2016,COOP CAPUAVA,ALIMENTAÇÃO,54.49,
,2016,25 March 2016,HITAMAX,ALIMENTAÇÃO,7.14,
,2016,25 March 2016,EXTRA FARMA LOJA 18,SAÚDE,48.63,
,2016,25 March 2016,COOP CAPUAVA,SAÚDE,117.42,
,2016,25 March 2016,COOP CAPUAVA,ALIMENTAÇÃO,51.56,
,2016,25 March 2016,Pipoqueira,EQUIPAMENTOS,123.01,
,2016,25 March 2016,PASTELARIA NAITO,FAST FOOD,10.00,
,2016,25 March 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,101.78,
,2016,25 March 2016,RAMOS PESCADOS,FAST FOOD,14.62,
,2016,25 March 2016,UBER*UBER,INVESTIMENTO,13.84,
,2016,25 March 2016,FERRAZ GRILL,LAZER,16.79,
,2016,25 March 2016,CARREFOUR 409 PSC,TRANSPORTE,121.73,
,2016,25 March 2016,COOP CAPUAVA,SAÚDE,15.54,
,2016,25 March 2016,COOP CAPUAVA,FAST FOOD,13.07,
,2016,25 March 2016,HITAMAX,ALIMENTAÇÃO,18.90,
,2016,25 March 2016,BOUTIQUE DO PAO,ALIMENTAÇÃO,8.80,
,2016,25 March 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,64.31,
,2016,25 March 2016,CARREFOUR 409 PSC,TRANSPORTE,120.98,
,2016,25 March 2016,COOP CAPUAVA,LAZER,33.68,
,2016,25 March 2016,HITAMAX,ALIMENTAÇÃO,11.08,
,2016,25 March 2016,COOP CAPUAVA,LAZER,28.53,
,2016,25 March 2016,PADARIA PAO PAULINOS,ALIMENTAÇÃO,12.55,
,2016,25 March 2016,ASSAI ATACADISTA,ALIMENTAÇÃO,428.91,
,2016,25 March 2016,SUP CENT ST ANDRE 2800,ALIMENTAÇÃO,132.52,
,2016,25 March 2016,PAO DO MARQUES,LAZER,30.20,
,2016,25 March 2016,MONIGAS COM GAS LTDA,ALIMENTAÇÃO,60.00,
,2016,25 March 2016,PASTELARIA NAITO,FAST FOOD,12.50,
,2016,22 March 2016,Vivo,TELEFONIA,80.00,
,2016,21 March 2016,luz,MORADIA,120.00,
,2016,20 March 2016,presente gabi,PRESENTES,4.60,
,2016,16 March 2016,vigia,MORADIA,45.00,
,2016,15 March 2016,kung fu,EDUCAÇÃO,120.00,
,2016,15 March 2016,convênio,SAÚDE,278.00,
,2016,10 March 2016,banco,PAGAMENTOS,48.00,
,2016,09 March 2016,Saque,PAGAMENTOS,80.00,
,2016,09 March 2016,FERRAZ GR,LAZER,16.27,
,2016,07 March 2016,NETFLIX.COM,TELEFONIA,19.90,
,2016,06 March 2016,Reserva Corolla,COROLLA,560.00,
,2016,04 March 2016,climatizador,EQUIPAMENTOS,67.00,
,2016,03 March 2016,Gasolina,TRANSPORTE,20.00,
,2016,01 March 2016,Cartório,PAGAMENTOS,30.00,
